Country,Region,pf_score,crime_cases
Syrian Arab Republic,Middle East & North Africa,3.61,1.52
Syrian Arab Republic,Middle East & North Africa,4.27,4.07
Syrian Arab Republic,Middle East & North Africa,4.72,7.35
Syrian Arab Republic,Middle East & North Africa,4.84,8.18
Syrian Arab Republic,Middle East & North Africa,4.82,8.1
Taiwan,East Asia,8.9,9.53
Taiwan,East Asia,8.92,9.53
Taiwan,East Asia,8.93,9.53
Taiwan,East Asia,8.97,9.53
Taiwan,East Asia,8.75,9.53
Taiwan,East Asia,8.72,9.53
Taiwan,East Asia,8.68,9.53
Taiwan,East Asia,8.76,9.53
Taiwan,East Asia,8.53,9.53
Taiwan,East Asia,8.45,9.12
Taiwan,East Asia,8.23,9.12
Tajikistan,Caucasus & Central Asia,5.49,8.42
Tajikistan,Caucasus & Central Asia,5.54,8.65
Tajikistan,Caucasus & Central Asia,5.79,8.65
Tajikistan,Caucasus & Central Asia,5.84,7.7
Tajikistan,Caucasus & Central Asia,6.32,8.65
Tajikistan,Caucasus & Central Asia,5.91,7.43
Tajikistan,Caucasus & Central Asia,6.23,8.6
Tajikistan,Caucasus & Central Asia,6.14,8.45
Tajikistan,Caucasus & Central Asia,6.48,7.73
Tanzania,Sub-Saharan Africa,5.82,8.3
Tanzania,Sub-Saharan Africa,5.93,8.33
Tanzania,Sub-Saharan Africa,6.2,9.17
Tanzania,Sub-Saharan Africa,6.28,9.08
Tanzania,Sub-Saharan Africa,6.51,9.05
Tanzania,Sub-Saharan Africa,6.78,9.1
Tanzania,Sub-Saharan Africa,6.68,8.2
Tanzania,Sub-Saharan Africa,6.78,8.17
Tanzania,Sub-Saharan Africa,6.53,9.02
Tanzania,Sub-Saharan Africa,6.52,9.02
Tanzania,Sub-Saharan Africa,6.53,9.02
Thailand,South Asia,5.98,8.0
Thailand,South Asia,5.9,7.9
Thailand,South Asia,5.84,8.92
Thailand,South Asia,6.11,8.57
Thailand,South Asia,6.41,7.57
Thailand,South Asia,6.74,8.2
Thailand,South Asia,6.9,7.22
Thailand,South Asia,7.3,7.55
Thailand,South Asia,7.24,7.62
Thailand,South Asia,7.31,7.4
Thailand,South Asia,7.26,7.37
Timor-Leste,South Asia,7.48,9.32
Timor-Leste,South Asia,7.45,9.32
Timor-Leste,South Asia,6.54,5.98
Timor-Leste,South Asia,6.84,9.32
Timor-Leste,South Asia,6.88,9.32
Timor-Leste,South Asia,6.88,9.32
Timor-Leste,South Asia,6.87,8.52
Timor-Leste,South Asia,7.4,9.35
Togo,Sub-Saharan Africa,6.01,8.57
Togo,Sub-Saharan Africa,6.1,8.98
Togo,Sub-Saharan Africa,6.54,8.98
Togo,Sub-Saharan Africa,6.48,8.98
Togo,Sub-Saharan Africa,6.64,8.98
Togo,Sub-Saharan Africa,6.23,8.98
Togo,Sub-Saharan Africa,5.91,8.95
Togo,Sub-Saharan Africa,5.78,8.95
Togo,Sub-Saharan Africa,5.79,8.95
Trinidad and Tobago,Latin America & the Caribbean,7.0,7.92
Trinidad and Tobago,Latin America & the Caribbean,6.82,7.92
Trinidad and Tobago,Latin America & the Caribbean,6.77,7.92
Trinidad and Tobago,Latin America & the Caribbean,6.86,7.92
Trinidad and Tobago,Latin America & the Caribbean,6.82,7.92
Trinidad and Tobago,Latin America & the Caribbean,6.81,7.8
Trinidad and Tobago,Latin America & the Caribbean,7.09,7.92
Trinidad and Tobago,Latin America & the Caribbean,7.12,7.5
Trinidad and Tobago,Latin America & the Caribbean,6.95,7.92
Trinidad and Tobago,Latin America & the Caribbean,7.03,7.92
Trinidad and Tobago,Latin America & the Caribbean,7.0,7.92
Tunisia,Middle East & North Africa,6.0,8.78
Tunisia,Middle East & North Africa,6.03,8.93
Tunisia,Middle East & North Africa,6.07,8.18
Tunisia,Middle East & North Africa,6.35,8.12
Tunisia,Middle East & North Africa,6.45,8.57
Tunisia,Middle East & North Africa,6.32,8.33
Tunisia,Middle East & North Africa,6.3,8.55
Tunisia,Middle East & North Africa,6.03,8.95
Tunisia,Middle East & North Africa,5.27,8.57
Tunisia,Middle East & North Africa,5.4,9.42
Tunisia,Middle East & North Africa,5.4,9.4
Turkey,Middle East & North Africa,5.92,7.0
Turkey,Middle East & North Africa,5.81,6.45
Turkey,Middle East & North Africa,5.85,4.93
Turkey,Middle East & North Africa,6.72,6.98
Turkey,Middle East & North Africa,6.74,7.98
Turkey,Middle East & North Africa,7.27,8.72
Turkey,Middle East & North Africa,7.21,7.48
Turkey,Middle East & North Africa,7.43,7.95
Turkey,Middle East & North Africa,7.25,8.2
Turkey,Middle East & North Africa,7.25,8.07
Turkey,Middle East & North Africa,7.08,7.68
Uganda,Sub-Saharan Africa,5.6,8.43
Uganda,Sub-Saharan Africa,5.58,8.53
Uganda,Sub-Saharan Africa,5.93,8.57
Uganda,Sub-Saharan Africa,5.83,7.72
Uganda,Sub-Saharan Africa,5.95,7.17
Uganda,Sub-Saharan Africa,5.76,8.33
Uganda,Sub-Saharan Africa,5.54,7.58
Uganda,Sub-Saharan Africa,5.64,7.4
Uganda,Sub-Saharan Africa,5.85,8.17
Uganda,Sub-Saharan Africa,5.64,7.27
Uganda,Sub-Saharan Africa,5.8,8.47
Ukraine,Eastern Europe,6.83,6.75
Ukraine,Eastern Europe,6.83,6.48
Ukraine,Eastern Europe,6.66,6.67
Ukraine,Eastern Europe,6.58,2.68
Ukraine,Eastern Europe,6.53,2.02
Ukraine,Eastern Europe,7.63,8.33
Ukraine,Eastern Europe,7.58,8.37
Ukraine,Eastern Europe,7.78,9.23
Ukraine,Eastern Europe,7.93,9.3
Ukraine,Eastern Europe,7.89,9.27
Ukraine,Eastern Europe,7.86,9.23
United Arab Emirates,Middle East & North Africa,5.28,8.72
United Arab Emirates,Middle East & North Africa,5.3,8.68
United Arab Emirates,Middle East & North Africa,5.5,9.52
United Arab Emirates,Middle East & North Africa,5.24,8.7
United Arab Emirates,Middle East & North Africa,5.22,9.12
United Arab Emirates,Middle East & North Africa,5.42,9.95
United Arab Emirates,Middle East & North Africa,5.39,9.95
United Arab Emirates,Middle East & North Africa,5.22,9.97
United Arab Emirates,Middle East & North Africa,5.49,9.95
United Arab Emirates,Middle East & North Africa,5.49,9.95
United Arab Emirates,Middle East & North Africa,5.48,9.95
United Kingdom,Western Europe,8.79,9.9
United Kingdom,Western Europe,8.83,9.73
United Kingdom,Western Europe,8.93,9.9
United Kingdom,Western Europe,8.98,9.92
United Kingdom,Western Europe,9.1,9.93
United Kingdom,Western Europe,9.01,9.9
United Kingdom,Western Europe,9.03,9.93
United Kingdom,Western Europe,9.07,9.93
United Kingdom,Western Europe,9.05,9.9
United Kingdom,Western Europe,9.11,9.92
United Kingdom,Western Europe,9.1,9.92
United States,North America,8.66,9.25
United States,North America,8.75,9.1
United States,North America,8.71,9.18
United States,North America,8.81,9.65
United States,North America,8.85,9.68
United States,North America,8.8,9.67
United States,North America,8.78,9.65
United States,North America,8.7,9.65
United States,North America,8.69,9.63
United States,North America,8.71,9.58
United States,North America,8.7,9.58
Uruguay,Latin America & the Caribbean,8.59,9.2
Uruguay,Latin America & the Caribbean,8.67,9.45
Uruguay,Latin America & the Caribbean,8.47,9.45
Uruguay,Latin America & the Caribbean,8.56,9.43
Uruguay,Latin America & the Caribbean,8.55,9.48
Uruguay,Latin America & the Caribbean,8.46,9.48
Uruguay,Latin America & the Caribbean,8.67,9.48
Uruguay,Latin America & the Caribbean,8.78,9.6
Uruguay,Latin America & the Caribbean,8.78,9.6
Uruguay,Latin America & the Caribbean,8.76,9.55
Uruguay,Latin America & the Caribbean,8.74,9.57
"Venezuela, RB",Latin America & the Caribbean,4.81,6.97
"Venezuela, RB",Latin America & the Caribbean,4.97,7.45
"Venezuela, RB",Latin America & the Caribbean,5.61,7.4
"Venezuela, RB",Latin America & the Caribbean,5.44,7.5
"Venezuela, RB",Latin America & the Caribbean,6.06,7.5
"Venezuela, RB",Latin America & the Caribbean,6.4,7.5
"Venezuela, RB",Latin America & the Caribbean,6.42,7.5
"Venezuela, RB",Latin America & the Caribbean,6.58,7.5
"Venezuela, RB",Latin America & the Caribbean,6.42,6.67
"Venezuela, RB",Latin America & the Caribbean,6.31,7.48
"Venezuela, RB",Latin America & the Caribbean,6.4,8.33
Vietnam,South Asia,6.3,9.9
Vietnam,South Asia,6.4,9.9
Vietnam,South Asia,5.92,9.9
Vietnam,South Asia,6.06,9.07
Vietnam,South Asia,6.11,9.07
Vietnam,South Asia,6.03,9.07
Vietnam,South Asia,6.03,9.07
Vietnam,South Asia,6.24,9.9
Vietnam,South Asia,6.55,9.9
Vietnam,South Asia,6.54,9.9
Vietnam,South Asia,6.52,9.08
"Yemen, Rep.",Middle East & North Africa,2.83,2.23
"Yemen, Rep.",Middle East & North Africa,2.94,2.2
"Yemen, Rep.",Middle East & North Africa,2.53,2.1
"Yemen, Rep.",Middle East & North Africa,2.77,1.22
"Yemen, Rep.",Middle East & North Africa,3.46,2.07
"Yemen, Rep.",Middle East & North Africa,3.91,3.67
"Yemen, Rep.",Middle East & North Africa,3.84,2.92
"Yemen, Rep.",Middle East & North Africa,3.66,3.42
"Yemen, Rep.",Middle East & North Africa,4.59,5.17
Zambia,Sub-Saharan Africa,6.23,9.23
Zambia,Sub-Saharan Africa,6.19,9.23
Zambia,Sub-Saharan Africa,6.27,9.23
Zambia,Sub-Saharan Africa,6.42,9.23
Zambia,Sub-Saharan Africa,6.27,9.23
Zambia,Sub-Saharan Africa,6.36,9.2
Zambia,Sub-Saharan Africa,6.53,9.6
Zambia,Sub-Saharan Africa,6.58,9.6
Zambia,Sub-Saharan Africa,6.42,9.6
Zambia,Sub-Saharan Africa,6.65,9.6
Zambia,Sub-Saharan Africa,6.69,9.65
Zimbabwe,Sub-Saharan Africa,6.06,8.27
Zimbabwe,Sub-Saharan Africa,6.04,8.72
Zimbabwe,Sub-Saharan Africa,5.82,8.72
Zimbabwe,Sub-Saharan Africa,5.78,7.88
Zimbabwe,Sub-Saharan Africa,6.01,7.88
Zimbabwe,Sub-Saharan Africa,6.06,7.82
Zimbabwe,Sub-Saharan Africa,5.68,7.47
Zimbabwe,Sub-Saharan Africa,5.75,7.47
Zimbabwe,Sub-Saharan Africa,5.59,6.75
Zimbabwe,Sub-Saharan Africa,5.61,6.55
Zimbabwe,Sub-Saharan Africa,5.54,6.5
